,Parcel ID,Land Use,Property City,Sale Date,Sale Price,Sold As Vacant,Multiple Parcels Involved in Sale,City,State,Acreage,Neighborhood,Land Value,Building Value,Total Value,Finished Area,Foundation Type,Year Built,Exterior Wall,Grade,Bedrooms,Full Bath,Half Bath
312,094 02 0 145.00,SINGLE FAMILY,NASHVILLE,2013-01-18,410000,No,Yes,,,,,,,,,,,,,,,
313,094 05 0 099.00,SINGLE FAMILY,NASHVILLE,2013-01-03,98000,No,No,NASHVILLE,TN,0.2,2328.0,25000.0,70600.0,95600.0,704.0,PT BSMT,1959.0,FRAME,D   ,2.0,1.0,0.0
314,094 05 0 100.00,SINGLE FAMILY,NASHVILLE,2013-01-30,50100,No,No,NASHVILLE,TN,0.2,2328.0,25000.0,51900.0,76900.0,704.0,PT BSMT,1959.0,FRAME,D   ,2.0,1.0,0.0
315,044 14 0 108.00,SINGLE FAMILY,OLD HICKORY,2013-01-24,65200,No,No,OLD HICKORY,TN,0.34,6226.0,17000.0,81000.0,104700.0,1262.0,FULL BSMT,1934.0,FRAME,D   ,3.0,2.0,0.0
316,053 06 0B 096.00,SINGLE FAMILY,OLD HICKORY,2013-01-28,138000,No,No,,,,,,,,,,,,,,,
317,053 06 0B 109.00,SINGLE FAMILY,OLD HICKORY,2013-01-11,128500,No,No,,,,,,,,,,,,,,,
318,053 12 0 237.00,SINGLE FAMILY,OLD HICKORY,2013-01-18,217000,No,No,OLD HICKORY,TN,0.22,6231.0,35000.0,255300.0,290300.0,3152.44995,FULL BSMT,1997.0,BRICK,B   ,3.0,3.0,0.0
319,053 15 0 032.00,SINGLE FAMILY,OLD HICKORY,2013-01-11,135000,No,No,OLD HICKORY,TN,0.24,6231.0,13000.0,139300.0,152300.0,1514.0,CRAWL,1996.0,BRICK/FRAME,C   ,3.0,2.0,0.0
320,054 13 0 045.00,SINGLE FAMILY,OLD HICKORY,2013-01-09,85000,No,No,OLD HICKORY,TN,0.59,6231.0,35000.0,129600.0,174100.0,2340.0,CRAWL,1940.0,FRAME,C   ,3.0,3.0,0.0
321,062 02 0B 278.00,VACANT RES LAND,NASHVILLE,2013-01-16,45000,No,No,,,,,,,,,,,,,,,
322,063 12 0 031.00,SINGLE FAMILY,OLD HICKORY,2013-01-09,144500,No,No,OLD HICKORY,TN,0.23,6230.0,30000.0,111900.0,141900.0,1414.0,SLAB,1991.0,BRICK/FRAME,C   ,3.0,2.0,0.0
323,064 01 0 055.00,SINGLE FAMILY,OLD HICKORY,2013-01-18,375000,No,No,OLD HICKORY,TN,0.48,4356.0,90000.0,245500.0,375700.0,4455.10999,PT BSMT,1987.0,STUCCO,A   ,4.0,5.0,0.0
324,064 12 0A 104.00,RESIDENTIAL CONDO,HERMITAGE,2013-01-24,105150,No,No,,,,,,,,,,,,,,,
325,064 13 0 045.00,SINGLE FAMILY,OLD HICKORY,2013-01-18,77000,No,No,OLD HICKORY,TN,0.43,6230.0,22500.0,80100.0,102600.0,1008.0,CRAWL,1940.0,FRAME,D   ,3.0,1.0,0.0
326,064 13 0B 061.00,RESIDENTIAL CONDO,OLD HICKORY,2013-01-18,77991,No,No,,,,,,,,,,,,,,,
327,064 16 0D 043.00,SINGLE FAMILY,HERMITAGE,2013-01-22,148000,No,No,,,,,,,,,,,,,,,
328,065 09 0 110.00,SINGLE FAMILY,OLD HICKORY,2013-01-18,115000,No,No,OLD HICKORY,TN,0.41,6228.0,25000.0,112800.0,137800.0,1610.0,CRAWL,1974.0,BRICK,C   ,3.0,2.0,0.0
329,073 03 0 010.00,SINGLE FAMILY,NASHVILLE,2013-01-11,109900,No,No,NASHVILLE,TN,0.82,4127.0,35000.0,108300.0,143300.0,1226.0,CRAWL,1958.0,BRICK,C   ,3.0,1.0,1.0
330,074 12 0 024.00,SINGLE FAMILY,HERMITAGE,2013-01-08,78600,No,No,HERMITAGE,TN,0.26,6233.0,21000.0,111400.0,136600.0,1850.0,SLAB,1962.0,BRICK,C   ,3.0,1.0,0.0
331,074 16 0 061.00,SINGLE FAMILY,HERMITAGE,2013-01-23,140000,No,No,HERMITAGE,TN,0.28,6233.0,21000.0,123100.0,144100.0,2200.0,SLAB,1962.0,BRICK,C   ,4.0,2.0,0.0
332,075 11 0 189.00,ZERO LOT LINE,HERMITAGE,2013-01-03,47025,No,No,HERMITAGE,TN,0.14,6228.0,12500.0,40500.0,53000.0,1088.0,SLAB,1985.0,BRICK,C   ,3.0,1.0,1.0
333,075 12 0A 113.00,SINGLE FAMILY,HERMITAGE,2013-01-25,124000,No,No,,,,,,,,,,,,,,,
334,075 12 0C 023.00,RESIDENTIAL CONDO,HERMITAGE,2013-01-15,127449,No,No,,,,,,,,,,,,,,,
335,084 13 0 012.00,SINGLE FAMILY,NASHVILLE,2013-01-11,73500,No,No,NASHVILLE,TN,0.81,4129.0,26000.0,176100.0,202100.0,2436.0,FULL BSMT,1956.0,BRICK,C   ,3.0,3.0,0.0
336,084 15 0 099.00,SINGLE FAMILY,NASHVILLE,2013-01-18,125000,No,No,NASHVILLE,TN,0.53,4130.0,34000.0,188200.0,222200.0,3194.0,PT BSMT,1960.0,BRICK,C   ,5.0,3.0,0.0
337,084 16 0 117.00,SINGLE FAMILY,NASHVILLE,2013-01-28,86000,No,No,NASHVILLE,TN,0.23,4130.0,22000.0,79900.0,105000.0,990.0,CRAWL,1940.0,STONE,C   ,3.0,1.0,0.0
338,086 01 0 025.00,SINGLE FAMILY,HERMITAGE,2013-01-09,83500,No,No,HERMITAGE,TN,0.22,6233.0,20000.0,65900.0,85900.0,950.0,CRAWL,1963.0,BRICK,C   ,3.0,1.0,0.0
339,086 02 0 036.00,SINGLE FAMILY,HERMITAGE,2013-01-15,110000,No,No,HERMITAGE,TN,0.22,6233.0,20000.0,83500.0,103500.0,1375.0,FULL BSMT,1962.0,BRICK,C   ,3.0,1.0,0.0
340,086 07 0 187.00,SINGLE FAMILY,HERMITAGE,2013-01-25,125000,No,No,HERMITAGE,TN,0.52,6229.0,22000.0,94300.0,116300.0,1205.0,CRAWL,1987.0,FRAME,C   ,3.0,2.0,0.0
341,086 07 0A 032.00,SINGLE FAMILY,HERMITAGE,2013-01-28,138600,No,No,,,,,,,,,,,,,,,
342,086 12 0A 038.00,VACANT RES LAND,HERMITAGE,2013-01-14,55000,No,No,,,,,,,,,,,,,,,
343,086 16 0 042.00,SINGLE FAMILY,HERMITAGE,2013-01-18,104900,No,No,HERMITAGE,TN,0.24,6229.0,22000.0,99100.0,122200.0,1490.0,SLAB,1984.0,BRICK,C   ,3.0,2.0,0.0
344,087 02 0 072.00,SINGLE FAMILY,HERMITAGE,2013-01-15,150000,No,No,HERMITAGE,TN,0.41,6229.0,35000.0,157700.0,192700.0,2827.09998,FULL BSMT,1989.0,BRICK/FRAME,C   ,4.0,3.0,0.0
345,095 03 0 108.00,DUPLEX,NASHVILLE,2013-01-09,165000,No,No,NASHVILLE,TN,0.49,4130.0,26000.0,113200.0,139200.0,2419.78003,FULL BSMT,1951.0,BRICK,C   ,3.0,2.0,0.0
346,095 04 0 234.00,SINGLE FAMILY,NASHVILLE,2013-01-07,147000,No,No,NASHVILLE,TN,0.64,4130.0,40000.0,201700.0,248900.0,2414.0,CRAWL,1950.0,BRICK,C   ,3.0,2.0,0.0
347,095 14 0 024.00,SINGLE FAMILY,NASHVILLE,2013-01-17,100000,No,No,NASHVILLE,TN,0.39,4130.0,25000.0,109200.0,137000.0,2100.0,FULL BSMT,1957.0,BRICK,C   ,3.0,1.0,1.0
348,096 05 0 060.00,SINGLE FAMILY,NASHVILLE,2013-01-30,205000,No,No,NASHVILLE,TN,0.74,4130.0,40000.0,151200.0,191200.0,1718.5,FULL BSMT,1941.0,BRICK,C   ,3.0,2.0,0.0
349,096 09 0B 038.00,VACANT RES LAND,NASHVILLE,2013-01-22,149984,No,No,,,,,,,,,,,,,,,
350,096 10 0 097.00,SINGLE FAMILY,NASHVILLE,2013-01-11,95000,No,No,NASHVILLE,TN,0.34,4131.0,19000.0,73200.0,92200.0,850.0,CRAWL,1955.0,BRICK,C   ,2.0,1.0,0.0
351,096 13 0 062.00,SINGLE FAMILY,NASHVILLE,2013-01-17,48000,No,No,NASHVILLE,TN,0.22,4130.0,22000.0,67200.0,89200.0,1000.0,CRAWL,1959.0,BRICK,C   ,2.0,1.0,0.0
352,097 02 0A 238.00,VACANT RES LAND,HERMITAGE,2013-01-17,142988,No,No,,,,,,,,,,,,,,,
353,098 06 0A 267.00,SINGLE FAMILY,HERMITAGE,2013-01-17,279000,No,No,,,,,,,,,,,,,,,
354,098 09 0 009.00,SINGLE FAMILY,HERMITAGE,2013-01-18,207000,No,No,HERMITAGE,TN,0.35,6235.0,43000.0,184400.0,227400.0,2113.0,CRAWL,1999.0,BRICK,B   ,3.0,2.0,0.0
355,107 13 0 097.00,SINGLE FAMILY,NASHVILLE,2013-01-11,89000,No,No,NASHVILLE,TN,0.46,3026.0,17000.0,59500.0,85700.0,792.0,CRAWL,1949.0,FRAME,C   ,2.0,1.0,0.0
356,107 13 0 118.00,SINGLE FAMILY,NASHVILLE,2013-01-15,55000,No,No,NASHVILLE,TN,0.29,3026.0,17000.0,76500.0,93500.0,1240.0,CRAWL,1949.0,FRAME,C   ,3.0,1.0,0.0
357,108 03 0 107.00,ZERO LOT LINE,NASHVILLE,2013-01-29,107000,No,Yes,NASHVILLE,TN,0.17,4135.0,12000.0,47600.0,59600.0,1044.0,CRAWL,1986.0,FRAME,C   ,2.0,1.0,1.0
358,108 03 0 156.00,ZERO LOT LINE,NASHVILLE,2013-01-29,107000,No,Yes,NASHVILLE,TN,0.17,4135.0,12000.0,47700.0,59700.0,1020.0,CRAWL,1986.0,FRAME,C   ,2.0,1.0,1.0
359,108 12 0 244.00,SINGLE FAMILY,NASHVILLE,2013-01-10,182000,No,No,NASHVILLE,TN,0.27,4132.0,29000.0,175800.0,204800.0,2631.59998,FULL BSMT,2007.0,FRAME,C   ,4.0,2.0,1.0
360,108 16 0 028.00,ZERO LOT LINE,NASHVILLE,2013-01-07,93000,No,No,NASHVILLE,TN,0.1,4132.0,14300.0,95700.0,110000.0,1584.0,CRAWL,1984.0,BRICK/FRAME,C   ,3.0,2.0,1.0
361,109 01 0 004.00,SINGLE FAMILY,NASHVILLE,2013-01-18,81600,No,No,NASHVILLE,TN,0.29,4132.0,26000.0,119700.0,145700.0,2062.79999,FULL BSMT,1980.0,FRAME,C   ,3.0,2.0,0.0
362,109 04 0A 061.00,SINGLE FAMILY,HERMITAGE,2013-01-10,261022,No,No,,,,,,,,,,,,,,,
363,109 08 0A 014.00,VACANT RES LAND,HERMITAGE,2013-01-17,57425,No,No,,,,,,,,,,,,,,,
364,110 03 0A 053.00,VACANT RES LAND,MOUNT JULIET,2013-01-07,188076,No,Yes,,,,,,,,,,,,,,,
365,110 03 0A 054.00,VACANT RES LAND,MOUNT JULIET,2013-01-07,188076,No,Yes,,,,,,,,,,,,,,,
366,110 03 0A 057.00,VACANT RES LAND,MOUNT JULIET,2013-01-07,188076,No,Yes,,,,,,,,,,,,,,,
367,120 01 0 095.00,SINGLE FAMILY,NASHVILLE,2013-01-17,86500,No,No,NASHVILLE,TN,0.28,3026.0,17000.0,44700.0,66800.0,1089.0,CRAWL,1952.0,FRAME,C   ,2.0,1.0,0.0
368,120 05 0 060.00,SINGLE FAMILY,NASHVILLE,2013-01-25,165000,No,No,NASHVILLE,TN,0.52,3027.0,23000.0,143400.0,171500.0,1915.14001,FULL BSMT,1960.0,BRICK,C   ,4.0,2.0,1.0
369,120 05 0 061.00,SINGLE FAMILY,NASHVILLE,2013-01-18,120000,No,No,NASHVILLE,TN,0.52,3027.0,23000.0,156000.0,179000.0,1525.0,FULL BSMT,1960.0,BRICK,C   ,3.0,1.0,0.0
370,120 09 0 144.00,SINGLE FAMILY,NASHVILLE,2013-01-29,125000,No,No,NASHVILLE,TN,0.4,3027.0,23000.0,141700.0,164700.0,2497.56,FULL BSMT,1963.0,BRICK,C   ,3.0,2.0,0.0
371,122 01 0A 014.00,SINGLE FAMILY,NASHVILLE,2013-01-11,167000,No,No,,,,,,,,,,,,,,,
372,122 01 0A 298.00,SINGLE FAMILY,NASHVILLE,2013-01-28,191000,No,No,,,,,,,,,,,,,,,
373,122 01 0A 489.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-24,124500,No,No,,,,,,,,,,,,,,,
374,135 06 0A 038.00,SINGLE FAMILY,NASHVILLE,2013-01-14,415000,No,No,,,,,,,,,,,,,,,
375,136 03 0A 025.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-08,69000,No,No,,,,,,,,,,,,,,,
376,136 09 0 045.00,SINGLE FAMILY,NASHVILLE,2013-01-18,125000,No,No,NASHVILLE,TN,0.24,3826.0,31000.0,107100.0,138100.0,1434.0,SLAB,1997.0,BRICK/FRAME,C   ,3.0,2.0,0.0
377,136 10 0B 029.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-16,33000,No,No,,,,,,,,,,,,,,,
378,136 14 0 036.00,SINGLE FAMILY,NASHVILLE,2013-01-02,152000,No,No,NASHVILLE,TN,0.3,4291.0,22500.0,114700.0,139100.0,2684.92999,FULL BSMT,1974.0,BRICK/FRAME,C   ,4.0,3.0,0.0
379,136 14 0 227.00,ZERO LOT LINE,NASHVILLE,2013-01-14,53300,No,No,NASHVILLE,TN,0.13,4291.0,14500.0,69600.0,84100.0,1680.0,CRAWL,1986.0,BRICK/FRAME,C   ,3.0,1.0,1.0
380,149 01 0B 066.00,SINGLE FAMILY,ANTIOCH,2013-01-04,119900,No,No,,,,,,,,,,,,,,,
381,149 02 0B 071.00,SINGLE FAMILY,ANTIOCH,2013-01-10,99800,No,No,,,,,,,,,,,,,,,
382,149 04 0 113.00,SINGLE FAMILY,NASHVILLE,2013-01-28,139500,No,No,NASHVILLE,TN,0.26,6028.0,25000.0,112000.0,137000.0,1750.0,SLAB,1967.0,BRICK,C   ,3.0,1.0,1.0
383,149 04 0A 002.00,SINGLE FAMILY,NASHVILLE,2013-01-25,139990,No,No,,,,,,,,,,,,,,,
384,149 04 0A 003.00,SINGLE FAMILY,NASHVILLE,2013-01-30,139990,No,No,,,,,,,,,,,,,,,
385,149 04 0A 004.00,SINGLE FAMILY,NASHVILLE,2013-01-04,135790,No,No,,,,,,,,,,,,,,,
386,149 15 0A 423.00,SINGLE FAMILY,ANTIOCH,2013-01-31,119900,No,No,,,,,,,,,,,,,,,
387,150 03 0 075.00,SINGLE FAMILY,ANTIOCH,2013-01-08,123900,No,No,ANTIOCH,TN,0.29,6027.0,27500.0,89900.0,117400.0,1515.0,SLAB,1979.0,BRICK/FRAME,C   ,3.0,2.0,0.0
388,150 08 0 130.00,SINGLE FAMILY,ANTIOCH,2013-01-18,107000,No,No,ANTIOCH,TN,0.3,6027.0,27500.0,74300.0,101800.0,1087.0,CRAWL,1987.0,BRICK/FRAME,C   ,3.0,2.0,0.0
389,150 15 0B 006.00,SINGLE FAMILY,ANTIOCH,2013-01-15,137210,No,No,,,,,,,,,,,,,,,
390,151 09 0B 113.00,SINGLE FAMILY,ANTIOCH,2013-01-14,187000,No,No,,,,,,,,,,,,,,,
391,151 10 0A 124.00,SINGLE FAMILY,ANTIOCH,2013-01-15,81000,No,No,,,,,,,,,,,,,,,
392,163 02 0 049.00,SINGLE FAMILY,ANTIOCH,2013-01-07,144900,No,No,ANTIOCH,TN,0.27,4271.0,22500.0,103100.0,125600.0,1688.0,SLAB,2001.0,BRICK/FRAME,C   ,3.0,2.0,1.0
393,163 02 0C 069.00,RESIDENTIAL CONDO,ANTIOCH,2013-01-15,74900,No,No,,,,,,,,,,,,,,,
394,163 05 0B 077.00,RESIDENTIAL CONDO,ANTIOCH,2013-01-14,57500,No,No,,,,,,,,,,,,,,,
395,163 07 0A 046.00,VACANT RES LAND,ANTIOCH,2013-01-08,16000,No,No,,,,,,,,,,,,,,,
396,164 08 0C 003.00,SINGLE FAMILY,ANTIOCH,2013-01-22,146900,No,No,,,,,,,,,,,,,,,
397,164 08 0C 005.00,SINGLE FAMILY,ANTIOCH,2013-01-28,153000,No,No,,,,,,,,,,,,,,,
398,164 10 0A 174.00,SINGLE FAMILY,ANTIOCH,2013-01-10,168000,No,No,,,,,,,,,,,,,,,
399,165 13 0A 027.00,SINGLE FAMILY,ANTIOCH,2013-01-22,106500,No,No,,,,,,,,,,,,,,,
400,175 06 0A 040.00,SINGLE FAMILY,ANTIOCH,2013-01-04,129990,No,No,,,,,,,,,,,,,,,
401,176 05 0 067.00,SINGLE FAMILY,ANTIOCH,2013-01-30,147362,No,No,ANTIOCH,TN,0.23,6328.0,25000.0,111600.0,136600.0,2193.5,CRAWL,1988.0,BRICK/FRAME,C   ,3.0,3.0,0.0
402,176 05 0A 036.00,SINGLE FAMILY,ANTIOCH,2013-01-03,150000,No,No,,,,,,,,,,,,,,,
403,081 12 0B 018.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-31,415000,No,No,,,,,,,,,,,,,,,
404,081 12 0B 317.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-11,275000,No,No,,,,,,,,,,,,,,,
405,081 16 0 675.00,SINGLE FAMILY,NASHVILLE,2013-01-04,195000,No,No,NASHVILLE,TN,0.1,126.0,40000.0,133200.0,173200.0,1502.0,CRAWL,2005.0,FRAME,C   ,3.0,2.0,0.0
406,093 05 2B 004.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-14,152500,No,No,,,,,,,,,,,,,,,
407,093 05 2B 053.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-30,175000,No,No,,,,,,,,,,,,,,,
408,093 06 0A 016.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-25,215000,No,No,,,,,,,,,,,,,,,
409,093 06 0A 094.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-23,437000,No,No,,,,,,,,,,,,,,,
410,093 06 0A 273.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-02,252000,No,No,,,,,,,,,,,,,,,
411,093 06 0A 300.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-24,284000,No,No,,,,,,,,,,,,,,,
412,093 06 1D 203.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-11,232500,No,No,,,,,,,,,,,,,,,
413,093 06 1J 079.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-02,255000,No,No,,,,,,,,,,,,,,,
414,093 06 1J 174.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-14,169300,No,No,,,,,,,,,,,,,,,
415,093 13 0C 012.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-15,430000,No,No,,,,,,,,,,,,,,,
416,093 13 0C 040.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-30,275000,No,No,,,,,,,,,,,,,,,
417,093 13 0C 156.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-04,275000,No,No,,,,,,,,,,,,,,,
418,093 13 0D 109.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-25,712500,No,No,,,,,,,,,,,,,,,
419,093 16 0 089.00,SINGLE FAMILY,NASHVILLE,2013-02-05,15000,No,No,NASHVILLE,TN,0.13,1426.0,7500.0,31000.0,38500.0,825.0,CRAWL,1900.0,FRAME,D   ,2.0,1.0,0.0
420,105 03 0C 002.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-22,182400,No,No,,,,,,,,,,,,,,,
421,105 03 0D 005.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-13,132000,No,No,,,,,,,,,,,,,,,
422,105 04 0 088.00,DUPLEX,NASHVILLE,2013-02-12,47500,No,No,NASHVILLE,TN,0.13,1426.0,10000.0,29900.0,39900.0,1192.0,CRAWL,1965.0,BRICK,C   ,4.0,2.0,0.0
423,105 11 0 062.00,SINGLE FAMILY,NASHVILLE,2013-02-08,212000,No,No,NASHVILLE,TN,0.17,3127.0,32000.0,145200.0,177200.0,1257.0,FULL BSMT,1940.0,BRICK,C   ,3.0,1.0,0.0
424,105 11 0 120.00,SINGLE FAMILY,NASHVILLE,2013-02-19,220000,No,No,NASHVILLE,TN,0.17,3127.0,32000.0,136300.0,168300.0,1512.0,CRAWL,1940.0,FRAME,C   ,3.0,2.0,0.0
425,106 15 0 002.00,SINGLE FAMILY,NASHVILLE,2013-02-13,133450,No,No,NASHVILLE,TN,0.61,3132.0,18000.0,89000.0,107000.0,1377.0,FULL BSMT,1954.0,FRAME,C   ,2.0,1.0,0.0
426,119 10 0 175.00,SINGLE FAMILY,NASHVILLE,2013-02-28,216000,No,No,NASHVILLE,TN,1.04,3126.0,26300.0,158700.0,185000.0,1761.0,SLAB,1946.0,BRICK,D   ,2.0,1.0,0.0
427,119 13 0 211.00,SINGLE FAMILY,NASHVILLE,2013-02-07,85000,No,No,NASHVILLE,TN,0.2,3179.0,16000.0,76900.0,92900.0,1064.0,CRAWL,1935.0,FRAME/STONE,D   ,3.0,1.0,0.0
428,119 14 0 209.00,SINGLE FAMILY,NASHVILLE,2013-02-13,164900,No,No,NASHVILLE,TN,0.21,3126.0,26000.0,101300.0,138500.0,1252.0,FULL BSMT,1949.0,FRAME,D   ,3.0,2.0,0.0
429,119 14 0 290.00,SINGLE FAMILY,NASHVILLE,2013-02-25,125000,No,No,NASHVILLE,TN,0.2,3126.0,26000.0,70000.0,96000.0,952.0,FULL BSMT,1930.0,FRAME,C   ,2.0,1.0,0.0
430,119 14 0 292.00,SINGLE FAMILY,NASHVILLE,2013-02-08,165102,No,No,NASHVILLE,TN,0.2,3126.0,26000.0,137200.0,163200.0,1495.79999,FULL BSMT,1929.0,BRICK,C   ,4.0,1.0,0.0
431,119 14 0 296.00,SINGLE FAMILY,NASHVILLE,2013-02-15,58000,No,No,NASHVILLE,TN,0.17,3126.0,26000.0,71300.0,97300.0,1078.0,FULL BSMT,1940.0,FRAME,D   ,2.0,1.0,0.0
432,119 15 0 081.00,SINGLE FAMILY,NASHVILLE,2013-02-15,129900,No,No,NASHVILLE,TN,0.36,3131.0,25000.0,103400.0,128400.0,1850.0,SLAB,1966.0,BRICK,C   ,3.0,1.0,1.0
433,133 07 0 014.00,SINGLE FAMILY,NASHVILLE,2013-02-15,82000,No,No,NASHVILLE,TN,0.37,3131.0,25000.0,62300.0,93600.0,975.0,CRAWL,1955.0,BRICK,C   ,2.0,1.0,0.0
434,133 07 0 249.00,SINGLE FAMILY,NASHVILLE,2013-02-19,71000,No,No,NASHVILLE,TN,0.23,3131.0,18000.0,79900.0,97900.0,864.0,CRAWL,1952.0,FRAME,C   ,2.0,1.0,0.0
435,133 11 0 043.00,SINGLE FAMILY,NASHVILLE,2013-02-26,107900,No,No,NASHVILLE,TN,0.27,3926.0,21500.0,88400.0,109900.0,1550.0,SLAB,1964.0,BRICK,C   ,4.0,1.0,0.0
436,133 11 0 189.00,SINGLE FAMILY,NASHVILLE,2013-02-11,125700,No,No,NASHVILLE,TN,0.26,3926.0,21500.0,104900.0,126400.0,1532.0,CRAWL,1968.0,BRICK,C   ,4.0,1.0,1.0
437,133 11 0A 013.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-05,33000,No,No,,,,,,,,,,,,,,,
438,133 11 0A 077.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-20,42000,No,No,,,,,,,,,,,,,,,
439,146 12 0 049.00,SINGLE FAMILY,NASHVILLE,2013-02-28,240000,No,No,NASHVILLE,TN,0.53,4026.0,46000.0,157100.0,203100.0,1386.0,CRAWL,1956.0,BRICK,C   ,2.0,1.0,0.0
440,147 05 0 145.00,SINGLE FAMILY,NASHVILLE,2013-02-01,174000,No,No,NASHVILLE,TN,0.46,4026.0,46000.0,212500.0,263100.0,1557.0,CRAWL,1957.0,BRICK/FRAME,C   ,3.0,2.0,0.0
441,147 09 0 022.00,SINGLE FAMILY,NASHVILLE,2013-02-28,325000,No,No,NASHVILLE,TN,0.68,4026.0,46000.0,279700.0,325700.0,2430.0,FULL BSMT,1958.0,BRICK,C   ,4.0,3.0,0.0
442,147 10 0 040.00,SINGLE FAMILY,NASHVILLE,2013-02-20,179900,No,No,NASHVILLE,TN,0.33,4028.0,28800.0,150700.0,179500.0,1550.0,CRAWL,1965.0,BRICK,C   ,3.0,1.0,1.0
443,147 10 0 085.00,DUPLEX,NASHVILLE,2013-02-12,142000,No,No,NASHVILLE,TN,0.6,4028.0,28800.0,85600.0,116600.0,1738.0,CRAWL,1963.0,BRICK,C   ,4.0,2.0,0.0
444,147 11 0 062.00,SINGLE FAMILY,NASHVILLE,2013-02-14,142500,No,No,NASHVILLE,TN,0.3,4028.0,32000.0,129100.0,161100.0,1430.0,FULL BSMT,1959.0,BRICK,C   ,2.0,1.0,0.0
445,147 11 0C 001.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-15,175000,No,No,,,,,,,,,,,,,,,
446,147 12 0 023.00,SINGLE FAMILY,NASHVILLE,2013-02-25,115000,No,No,NASHVILLE,TN,0.36,3927.0,26000.0,76300.0,102300.0,1425.0,CRAWL,1955.0,BRICK,C   ,3.0,1.0,0.0
447,147 12 0A 205.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-25,130000,No,No,,,,,,,,,,,,,,,
448,147 16 0A 013.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-05,85000,No,No,,,,,,,,,,,,,,,
449,148 09 0 049.00,SINGLE FAMILY,NASHVILLE,2013-02-08,125000,No,No,NASHVILLE,TN,0.34,3927.0,26000.0,93900.0,119900.0,2288.10001,FULL BSMT,1957.0,BRICK,C   ,2.0,1.0,1.0
450,160 10 0A 008.00,SINGLE FAMILY,BRENTWOOD,2013-02-22,345000,No,No,,,,,,,,,,,,,,,
451,160 11 0 046.00,SINGLE FAMILY,BRENTWOOD,2013-02-07,300000,No,No,BRENTWOOD,TN,0.33,4027.0,60000.0,293600.0,353600.0,3420.0,CRAWL,1987.0,BRICK,B   ,3.0,3.0,0.0
452,160 11 0A 115.00,SINGLE FAMILY,BRENTWOOD,2013-02-15,351000,No,No,,,,,,,,,,,,,,,
453,160 14 0B 128.00,RESIDENTIAL CONDO,BRENTWOOD,2013-02-04,123000,No,No,,,,,,,,,,,,,,,
454,160 14 0C 011.00,RESIDENTIAL CONDO,BRENTWOOD,2013-02-11,128000,No,No,,,,,,,,,,,,,,,
455,161 01 0A 065.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-07,62000,No,No,,,,,,,,,,,,,,,
456,161 01 0B 004.00,SINGLE FAMILY,NASHVILLE,2013-02-22,372000,No,No,,,,,,,,,,,,,,,
457,161 06 0A 033.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-11,170000,No,No,,,,,,,,,,,,,,,
458,161 06 0A 070.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-11,174000,No,No,,,,,,,,,,,,,,,
459,161 09 0 116.00,ZERO LOT LINE,NASHVILLE,2013-02-01,123000,No,No,NASHVILLE,TN,0.19,4027.0,28800.0,111000.0,139800.0,1187.0,FULL BSMT,1985.0,BRICK/FRAME,C   ,2.0,2.0,0.0
460,161 09 0A 102.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-01,127500,No,No,,,,,,,,,,,,,,,
461,161 10 0B 036.00,SINGLE FAMILY,NASHVILLE,2013-02-22,189900,No,No,,,,,,,,,,,,,,,
462,161 16 0A 048.00,RESIDENTIAL CONDO,NASHVILLE,2013-02-15,115000,No,No,,,,,,,,,,,,,,,
463,162 02 0A 024.00,SINGLE FAMILY,ANTIOCH,2013-02-12,141900,No,No,,,,,,,,,,,,,,,
464,162 02 0A 025.00,SINGLE FAMILY,ANTIOCH,2013-02-07,141900,No,No,,,,,,,,,,,,,,,
